token_id,token_str,count,avg_expert_size,avg_expert_size_excluding_null,null_fraction
57253,atting,55,86.25,256.0,0.663068
53407,-moon,50,86.29,256.0,0.662917
7124,ioxid,11,86.3,256.0,0.662879
42874,edipus,28,86.38,256.0,0.662574
49505,agnum,5,86.4,256.0,0.6625
53721,ochrome,76,86.46,256.0,0.662281
64212, lightening,39,86.5,256.0,0.662126
62235,anols,26,86.56,256.0,0.661859
6316,opl,295,86.61,256.0,0.661688
38362,niz,20,86.67,256.0,0.661458
64166,ostationary,20,86.67,256.0,0.661458
43629,ustion,64,86.71,256.0,0.661296
18483,roscopy,31,86.71,256.0,0.66129
26640,urricular,19,86.74,256.0,0.661184
47913,ostomy,54,86.81,256.0,0.66088
62032,-violet,33,86.95,256.0,0.660354
42721,’clock,100,86.99,256.0,0.660208
51949,odone,40,87.0,256.0,0.660156
45656,orrhizal,27,87.01,256.0,0.660108
32012,ucent,25,87.04,256.0,0.66
15072,ccoli,6,87.11,256.0,0.659722
36047,-view,94,87.18,256.0,0.659464
54235,epam,37,87.21,256.0,0.659347
32275,aguar,7,87.24,256.0,0.659226
60644,inalis,55,87.27,256.0,0.659091
45200,alate,12,87.33,256.0,0.658854
65054,-achieving,13,87.38,256.0,0.658654
32563,ataka,31,87.4,256.0,0.658602
17896, daylight,412,87.4,256.0,0.658576
54550,ofen,59,87.41,256.0,0.658545
53720,ROL,51,87.42,256.0,0.658497
44349,gettable,10,87.47,256.0,0.658333
11891,aft,184,87.48,256.0,0.658288
58578, deductible,46,87.48,256.0,0.658288
15714,ORE,118,87.55,256.0,0.658016
10511,abilitation,6,87.56,256.0,0.657986
45324,ocentesis,6,87.56,256.0,0.657986
58006, leaven,12,87.56,256.0,0.657986
10840,inth,130,87.57,256.0,0.657933
46038,/mL,62,87.57,256.0,0.65793
60834, myeloma,46,87.59,256.0,0.657835
61006,ocardiogram,33,87.6,256.0,0.657828
20103,asonry,22,87.64,256.0,0.65767
50266,ELD,76,87.65,256.0,0.657621
34114,auxite,8,87.67,256.0,0.657552
